"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-16","2020","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-17","2020","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-18","2020","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-19","2020","07","19","†","24.5","","15.0","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-20","2020","07","20","†","28.0","","18.0","","23.0","","0.0","","5.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-21","2020","07","21","†","26.0","","18.0","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-22","2020","07","22","†","22.0","","14.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-23","2020","07","23","†","22.0","","13.0","","17.5","","0.5","","0.0","","27.7","","0.0","","27.7","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-24","2020","07","24","†","18.5","","12.0","","15.3","","2.7","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-25","2020","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-26","2020","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-27","2020","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-28","2020","07","28","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-29","2020","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-30","2020","07","30","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-07-31","2020","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-01","2020","08","01","†","23.5","","14.0","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-02","2020","08","02","†","23.0","","15.0","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-03","2020","08","03","†","24.0","","16.0","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-04","2020","08","04","†","26.0","","15.5","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-05","2020","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-06","2020","08","06","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-07","2020","08","07","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-08","2020","08","08","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-09","2020","08","09","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-10","2020","08","10","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-11","2020","08","11","†","23.0","","12.5","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-12","2020","08","12","†","18.0","","5.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-13","2020","08","13","†","20.0","","10.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-14","2020","08","14","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-15","2020","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-16","2020","08","16","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-17","2020","08","17","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-18","2020","08","18","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-19","2020","08","19","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-20","2020","08","20","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-21","2020","08","21","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-22","2020","08","22","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-23","2020","08","23","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-24","2020","08","24","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-25","2020","08","25","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-26","2020","08","26","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-27","2020","08","27","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-28","2020","08","28","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-29","2020","08","29","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-30","2020","08","30","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-08-31","2020","08","31","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-01","2020","09","01","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-02","2020","09","02","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-03","2020","09","03","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-04","2020","09","04","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-05","2020","09","05","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-06","2020","09","06","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-07","2020","09","07","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-08","2020","09","08","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-09","2020","09","09","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-10","2020","09","10","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-11","2020","09","11","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-12","2020","09","12","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-13","2020","09","13","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-14","2020","09","14","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-15","2020","09","15","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-16","2020","09","16","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-17","2020","09","17","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-18","2020","09","18","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-19","2020","09","19","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-20","2020","09","20","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-21","2020","09","21","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-22","2020","09","22","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-23","2020","09","23","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-24","2020","09","24","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-25","2020","09","25","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-26","2020","09","26","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-27","2020","09","27","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-28","2020","09","28","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-29","2020","09","29","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-09-30","2020","09","30","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-01","2020","10","01","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-02","2020","10","02","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-03","2020","10","03","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-04","2020","10","04","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-05","2020","10","05","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-06","2020","10","06","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-07","2020","10","07","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-08","2020","10","08","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-09","2020","10","09","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-10","2020","10","10","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-11","2020","10","11","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-12","2020","10","12","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-13","2020","10","13","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-14","2020","10","14","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-15","2020","10","15","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-16","2020","10","16","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-17","2020","10","17","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-18","2020","10","18","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-19","2020","10","19","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-20","2020","10","20","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-21","2020","10","21","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-22","2020","10","22","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-23","2020","10","23","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-24","2020","10","24","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-25","2020","10","25","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-26","2020","10","26","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-27","2020","10","27","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-28","2020","10","28","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-29","2020","10","29","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-30","2020","10","30","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-10-31","2020","10","31","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-01","2020","11","01","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-02","2020","11","02","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-03","2020","11","03","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-04","2020","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-05","2020","11","05","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-06","2020","11","06","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-07","2020","11","07","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-08","2020","11","08","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-09","2020","11","09","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-10","2020","11","10","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-11","2020","11","11","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-12","2020","11","12","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-13","2020","11","13","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-14","2020","11","14","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-15","2020","11","15","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-16","2020","11","16","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-17","2020","11","17","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-18","2020","11","18","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-19","2020","11","19","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-20","2020","11","20","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-21","2020","11","21","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-22","2020","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-23","2020","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-24","2020","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-25","2020","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-26","2020","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-27","2020","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-28","2020","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-29","2020","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-11-30","2020","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-01","2020","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-02","2020","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-03","2020","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-04","2020","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-05","2020","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-06","2020","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-07","2020","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-08","2020","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-09","2020","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-10","2020","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-11","2020","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-12","2020","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-13","2020","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-14","2020","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-15","2020","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-16","2020","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-17","2020","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-18","2020","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-19","2020","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-20","2020","12","20","†","","","","","","","","","","","","","","","","","0","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-21","2020","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-22","2020","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-23","2020","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-24","2020","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-25","2020","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-26","2020","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-27","2020","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-28","2020","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-29","2020","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-30","2020","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-122.92","49.28","BURNABY SIMON FRASER U","1101158","2020-12-31","2020","12","31","","","","","","","","","","","","","","","","","","","","","","",""
